Nombre,jugadores,Valor de plantilla,Puntos,Diferencial de puntos,Media total,Media portero,Media defensa,Media mediocentro,Media delantero,Presupuesto
M31-G4-DLA,16,44.339.000,277,0,3.8,4.0,3.5,3.8,4.4,21.108.379
